ph,nitrogenio,fosforo,postassio,probabilidade_precipitacao,chuva_3h,bloqueio_meteorológico,estado_bomba,mes,hora
6.30676101689343,1,1,1,0.19,0.49,0,1,9,9
5.279437794331509,1,1,1,0.56,1.86,0,0,6,16
7.280195600280131,1,1,1,0.56,0.15,0,0,12,4
7.485886439924233,1,1,1,0.2,0.4,0,0,11,2
6.187415590940295,0,1,1,0.25,0.1,0,0,10,17
6.780571278919989,0,1,0,0.63,4.6,1,0,6,3
5.573123063743482,1,1,1,0.42,0.19,0,0,11,17
6.91047113272082,1,1,1,0.42,0.64,0,0,9,5
6.221381117957146,0,1,1,0.83,0.56,1,0,3,5
7.147392655201226,1,1,1,0.1,0.6,0,0,2,15
6.230131982726209,1,1,1,0.66,1.49,1,0,5,23
6.062243043790805,1,1,1,0.49,0.23,0,0,10,3
6.455302677813502,0,1,1,0.53,1.57,0,0,12,14
6.273864760141124,1,1,1,0.14,0.39,0,0,11,21
6.239211257419373,1,1,1,0.05,0.17,0,0,8,4
6.626072132863141,0,1,0,0.83,0.02,1,0,9,12
6.232197807664803,1,1,1,0.63,0.12,1,0,1,23
7.518792222227783,1,1,1,0.6,1.66,1,0,3,15
7.130221945309046,0,0,1,0.02,1.8,0,0,10,4
7.182649815016285,1,1,0,0.4,0.51,0,0,5,4
6.905167261614265,1,1,1,0.36,1.68,0,0,8,14
6.469222569452044,1,1,1,0.74,0.53,1,0,11,14
7.0917734271671895,1,1,1,0.22,0.69,0,0,4,1
6.090710072086504,0,1,1,0.29,1.63,0,0,9,8
6.226128285907008,1,1,1,0.67,0.45,1,0,11,3
6.826660473788003,1,1,1,0.59,1.21,0,0,11,8
6.521177765197517,1,1,1,0.27,0.26,0,1,7,7
5.680927119851681,1,1,0,0.82,1.05,1,0,10,18
4.800325806332158,1,0,1,0.27,0.02,0,0,12,21
6.515720810048864,0,1,1,0.17,0.74,0,0,5,16
5.970588922528767,1,1,1,0.02,1.02,0,0,7,22
7.493368777919696,1,1,1,0.94,0.68,1,0,3,15
4.982561103423281,1,1,1,0.85,0.79,1,0,12,11
5.939790151467317,0,1,1,0.86,0.59,1,0,8,11
5.923660418264974,1,1,1,0.5,0.05,0,0,3,8
6.794657167052241,1,1,1,0.53,0.41,0,0,1,16
6.00756443386099,1,1,1,0.48,2.55,1,0,1,16
5.966397384240291,0,1,1,0.31,0.76,0,0,9,5
6.211009921987736,1,0,1,0.28,2.8,1,0,1,9
6.692206730745511,1,1,1,0.68,0.72,1,0,3,21
7.234708584035637,1,1,1,0.56,0.02,0,0,2,4
6.620526049787326,1,1,1,0.58,0.08,0,0,3,17
7.149420865522205,1,1,1,0.94,0.14,1,0,4,6
7.12092205001337,1,1,1,0.31,0.21,0,0,4,20
6.749468961875503,1,1,1,0.79,1.03,1,0,6,1
7.165366741528835,0,1,1,0.06,0.65,0,0,7,20
6.1338044670844685,1,1,1,0.12,0.11,0,1,3,10
6.332121708399189,1,1,1,0.25,1.14,0,0,6,6
6.731183082376869,0,1,1,0.53,1.56,0,0,12,23
6.996527843001026,1,1,1,0.19,1.0,0,0,2,7
5.818496029839686,1,0,1,0.94,0.09,1,0,12,6
6.225233790406598,1,1,1,0.98,0.46,1,0,12,20
6.257428144508273,1,1,1,0.49,0.62,0,0,7,16
6.77451606413683,1,1,0,0.17,1.75,0,0,6,10
6.698307086532359,1,1,0,0.65,0.12,1,0,4,20
7.208418176173446,1,1,1,0.46,0.98,0,0,1,5
8.18810380417359,1,1,1,0.81,0.59,1,0,9,16
6.343201955645715,1,1,1,0.11,0.3,0,0,12,12
6.030478736452253,1,1,0,0.72,0.26,1,0,5,14
5.880350126233062,0,1,1,0.03,0.06,0,0,12,16
6.869239729751187,1,1,1,0.29,0.09,0,0,9,11
5.546585218582149,1,1,1,0.39,0.18,0,0,8,16
6.820752694130437,1,1,1,0.66,5.21,1,0,7,17
7.063955005426798,0,1,1,0.91,0.27,1,0,6,4
5.66010314400283,1,1,1,0.39,0.59,0,0,6,4
5.802238524712939,1,1,1,0.86,1.26,1,0,3,2
6.534556784339643,1,0,1,0.83,1.31,1,0,2,20
7.740690876940541,1,1,1,0.36,1.54,0,0,11,17
6.566949146979805,0,0,1,0.81,0.46,1,0,10,13
6.0838890152281895,1,1,1,0.6,2.5,1,0,10,21
6.33115661169055,1,1,1,0.54,0.18,0,0,1,18
7.061423477475429,1,1,1,0.98,0.39,1,0,4,19
7.971106200460233,1,1,1,0.18,0.24,0,0,5,16
7.053339244828736,1,0,0,0.56,2.71,1,0,2,1
6.238211503120527,0,1,1,0.19,0.73,0,0,8,22
7.326593468556723,1,1,1,0.37,0.78,0,0,12,23
7.681964649817409,1,1,0,0.24,1.45,0,0,7,6
7.350227117676251,0,1,1,0.9,2.4,1,0,5,22
4.590571604196913,1,1,1,0.95,1.03,1,0,3,13
6.402595037385533,0,1,1,0.02,2.41,1,0,3,21
6.190140849256087,1,1,1,0.25,0.58,0,0,10,12
7.574784445622514,1,1,1,0.83,1.67,1,0,12,0
6.617041147028346,1,1,0,0.11,0.38,0,0,2,17
6.378426304323086,1,0,1,0.29,0.53,0,0,3,7
5.914543974631441,1,1,1,0.66,1.22,1,0,10,10
4.56420426194956,1,1,1,0.47,0.02,0,0,6,1
7.310450281324036,1,1,1,0.57,1.21,0,0,10,20
6.5730746498261565,1,1,0,0.25,0.36,0,0,10,4
5.69338413248099,0,1,1,0.95,2.11,1,0,2,7
4.894727282425829,1,0,1,0.88,2.56,1,0,5,14
6.940001146682577,1,1,1,0.63,0.48,1,0,5,13
6.444777603408549,1,1,1,0.75,0.09,1,0,3,11
6.356161566876643,0,1,0,0.06,1.21,0,0,5,22
7.680789452959693,1,1,1,0.13,1.28,0,0,4,4
6.834538287973058,1,1,1,0.44,1.63,0,0,10,2
7.086217267640817,1,0,1,0.47,1.01,0,0,12,15
6.320892789971489,1,1,1,0.57,0.0,0,1,3,15
5.305347239057183,1,1,1,0.98,0.31,1,0,1,4
6.939152536114099,1,1,1,0.92,2.05,1,0,7,10
7.064294016194041,1,1,1,0.63,0.01,1,0,10,9
7.147360718138708,1,1,0,0.98,0.03,1,0,7,17
5.931409355037898,1,0,0,0.65,0.14,1,0,12,4
6.299148353364062,1,1,1,0.24,0.72,0,1,6,9
5.290748749814736,0,1,1,0.13,3.05,1,0,6,4
7.001394650728697,0,0,1,0.47,0.31,0,0,6,13
6.542554167568019,1,1,1,0.36,1.03,0,1,6,23
6.571372615090802,1,1,1,0.2,3.03,1,0,7,3
7.236150959147064,1,1,1,0.4,1.25,0,0,2,7
6.182068281600025,0,1,1,0.51,0.19,0,0,11,0
7.3229817385234,1,1,1,0.17,0.32,0,0,3,10
6.226021606971323,1,1,1,0.96,0.71,1,0,1,3
5.8270790916875805,1,1,1,0.49,0.51,0,0,1,0
6.252761068381173,1,1,0,0.06,0.03,0,0,2,9
5.237130499357953,1,1,1,0.71,0.89,1,0,1,7
6.081938118057117,1,1,0,0.43,0.73,0,0,7,16
5.866995430215301,1,1,1,0.45,2.59,1,0,1,10
6.367845757435401,1,0,1,0.23,2.61,1,0,1,17
5.924721781582983,1,1,0,0.33,1.0,0,0,8,6
7.273893978787741,1,1,1,0.55,2.41,1,0,10,1
6.580732906359065,0,1,0,0.38,0.59,0,0,1,13
6.61378952067277,1,0,1,0.98,0.19,1,0,11,3
6.680505810685403,1,1,1,0.21,0.48,0,0,5,18
7.302438567818442,1,1,1,0.59,0.97,0,0,3,20
7.173028007898059,1,1,1,0.7,3.34,1,0,3,4
6.905738781925699,1,1,1,0.68,0.66,1,0,12,5
7.077331322467734,1,1,0,0.59,0.34,0,0,6,1
5.367667430612478,1,1,1,0.42,0.74,0,0,7,0
6.655347935925646,1,1,1,0.07,0.96,0,0,10,10
7.464423897532484,1,1,1,0.48,0.05,0,0,12,20
6.483358586046058,1,1,1,0.91,1.3,1,0,4,22
5.570140431714909,1,1,0,0.77,0.79,1,0,6,4
6.403255694875867,1,1,1,0.72,0.2,1,0,3,12
7.144485240247841,1,1,1,0.31,1.49,0,0,3,18
7.170853252644917,0,1,1,0.54,0.41,0,0,3,20
7.423801735417572,1,1,1,0.92,0.22,1,0,4,1
7.540731269976726,0,1,1,0.67,0.07,1,0,2,18
6.489908132497394,1,1,0,0.27,0.43,0,0,12,5
6.65539313373886,1,1,1,0.9,0.74,1,0,4,8
6.5656372772349485,1,1,1,0.3,0.08,0,0,6,11
5.726963136512532,1,1,1,0.6,1.31,1,0,12,1
6.393955274899884,1,1,0,1.0,0.28,1,0,8,1
5.335479794558194,1,1,1,0.89,1.52,1,0,11,5
6.041571178351575,1,1,0,0.58,0.64,0,0,2,18
8.2020941453186,1,0,1,0.51,0.73,0,0,12,7
7.255146578709022,0,1,1,0.36,0.88,0,0,6,5
5.921915501244003,1,1,0,0.01,0.14,0,0,11,9
5.700711004125608,1,1,1,0.08,0.04,0,0,2,6
7.797714912152433,1,0,1,0.64,0.41,1,0,6,20
5.41233766847402,0,0,1,0.98,0.66,1,0,4,17
6.398582622937231,1,1,1,0.53,0.05,0,1,6,5
6.920974592767231,1,1,1,0.79,3.08,1,0,1,13
5.721818799362253,0,1,0,0.37,1.45,0,0,12,11
5.681392789121068,1,1,1,0.5,0.34,0,0,5,5
7.50331703052506,1,1,1,0.74,0.81,1,0,12,9
5.839416637613864,1,1,1,0.67,1.34,1,0,1,14
6.068577497769699,1,0,1,0.57,1.37,0,0,4,1
5.544028094089267,1,1,1,0.54,3.91,1,0,12,1
6.250587288544362,1,1,1,0.12,2.83,1,0,8,20
5.474415454176602,1,1,1,0.14,0.08,0,0,9,19
5.861862577325734,0,1,1,0.93,1.52,1,0,5,9
7.434759441635746,1,1,1,0.21,1.75,0,0,1,14
7.497826036188314,1,1,0,0.13,0.66,0,0,5,14
7.092091850987255,0,1,1,0.06,0.63,0,0,9,16
7.121241221428874,0,1,1,0.33,0.52,0,0,3,20
6.047622444034077,1,1,1,0.51,0.43,0,0,8,6
7.0988248191144585,1,0,1,0.44,1.19,0,0,7,1
6.226538529997895,1,1,1,0.13,1.01,0,0,9,8
7.136940330653258,1,0,1,0.08,2.35,1,0,4,19
7.206884729053805,1,1,1,0.09,0.52,0,0,12,5
5.181765831891499,1,0,1,0.85,0.99,1,0,6,20
6.752569924431555,1,1,1,0.55,0.65,0,0,7,22
5.737536899074472,1,1,0,0.8,1.04,1,0,6,7
6.312313572500408,1,1,1,0.85,0.71,1,0,3,7
7.845859907264658,1,1,1,0.82,0.71,1,0,9,21
7.392892392245868,1,1,1,0.04,0.47,0,0,2,11
5.428627425233752,0,0,1,0.3,0.47,0,0,2,20
6.774077455279519,1,1,1,0.99,0.37,1,0,1,20
6.363772374571384,1,1,1,0.38,0.63,0,0,8,2
7.377541972188883,1,0,0,0.57,2.27,1,0,3,3
6.493464968505964,1,1,1,0.55,1.78,0,0,5,9
6.663758173229909,1,1,1,0.24,0.28,0,1,12,22
6.26471701179571,1,1,1,0.27,0.51,0,0,7,14
6.19376996438358,1,0,1,0.49,0.65,0,0,2,15
5.810752560066607,0,1,1,0.73,0.18,1,0,2,14
6.551150588972127,1,1,1,0.76,1.72,1,0,1,0
7.364654173736404,0,1,1,0.38,0.66,0,0,1,21
7.59386521307478,1,0,1,0.93,0.3,1,0,4,22
6.311671090596449,1,1,1,0.81,1.01,1,0,1,21
6.1030342352297335,1,1,1,0.18,0.75,0,0,10,14
5.8488173861457815,1,1,1,0.13,0.64,0,0,11,0
6.417318264390998,0,1,0,0.27,1.42,0,0,3,20
7.124373426101844,1,1,1,0.17,1.73,0,0,2,7
6.126862279063407,1,0,0,0.01,1.18,0,0,7,3
7.060735027997474,1,0,1,0.46,1.93,0,0,4,17
6.53353651274946,1,0,0,0.65,3.93,1,0,5,10
7.353770718381808,1,1,1,0.41,0.72,0,0,4,3
5.919436101767557,1,1,1,0.97,0.54,1,0,1,12
6.538014024316245,1,1,0,0.61,0.97,1,0,11,23
5.77745238031358,1,0,1,0.69,1.26,1,0,2,6
6.498291677940238,1,1,1,0.84,1.02,1,0,3,19
5.986609499972252,1,1,1,0.02,1.17,0,0,12,15
7.207648845985028,0,1,1,0.6,0.08,1,0,5,16
5.745801982362623,1,1,1,0.96,1.56,1,0,11,0
8.034751359547148,1,1,0,0.38,1.51,0,0,5,12
7.029954230516468,0,1,1,0.58,0.03,0,0,7,11
5.684009007318683,1,1,0,0.44,0.55,0,0,10,2
6.38873917787477,1,0,1,0.66,1.04,1,0,9,10
7.341781253303536,1,0,1,0.16,0.53,0,0,2,9
5.967281066726434,1,1,1,0.2,1.94,0,0,2,2
6.219470615857402,1,0,1,0.92,0.04,1,0,4,1
6.804908421066812,1,1,1,0.43,0.77,0,0,12,1
7.315074774756898,1,0,1,0.21,5.6,1,0,10,19
6.3378385436689575,1,1,1,0.37,0.69,0,1,5,9
6.517112876724906,1,1,1,0.35,1.17,0,0,8,0
7.56792696341218,1,1,1,0.0,0.29,0,0,10,6
7.568663320769264,1,1,1,0.92,2.9,1,0,6,4
5.9332119698630095,1,1,1,0.66,0.54,1,0,4,14
7.242475924243705,0,0,1,0.8,0.47,1,0,12,8
6.440802210019041,1,1,1,0.7,1.6,1,0,3,3
6.438796159073145,1,1,0,0.86,1.25,1,0,4,6
6.19019158663372,1,1,0,0.12,1.78,0,0,9,6
6.740641870256025,1,1,1,0.38,0.32,0,0,9,12
5.22574933965225,1,1,1,0.5,1.0,0,0,12,10
6.361069034301432,1,1,1,0.58,0.87,0,0,10,0
6.394573237287743,1,1,1,0.41,0.85,0,0,3,13
6.8008012289057,1,1,1,0.18,0.88,0,0,9,10
6.5103711459489055,1,1,1,0.66,4.12,1,0,3,21
6.550357493889007,1,1,1,0.57,0.26,0,0,5,5
6.250128034686306,1,1,1,0.48,2.54,1,0,10,16
7.388856519583589,0,0,1,0.46,2.42,1,0,11,0
6.4428163065533965,1,1,1,0.19,1.41,0,0,4,11
6.263411967368557,1,1,0,0.64,2.55,1,0,1,13
5.905707427831228,1,0,0,0.92,1.42,1,0,2,17
6.568222896774577,0,1,1,0.38,0.99,0,0,5,0
6.480778005204996,1,1,1,0.75,1.47,1,0,1,5
5.2899021338691785,1,0,1,0.81,0.03,1,0,1,22
4.873807067342747,0,1,1,0.9,0.47,1,0,1,12
6.040149871668399,1,1,1,0.37,0.37,0,1,10,8
6.062235414760947,1,1,1,0.15,1.36,0,0,10,0
7.746195723039275,1,1,0,0.09,0.46,0,0,6,17
6.647482978263142,1,1,1,0.67,0.22,1,0,4,20
6.118673450883481,1,1,1,0.43,0.3,0,0,6,5
6.181764267721529,1,1,1,0.49,0.16,0,0,11,11
6.506043858585694,0,1,0,0.61,0.51,1,0,9,0
6.600257397967942,0,1,0,0.42,0.04,0,0,10,17
7.36832208276696,1,1,1,0.61,0.03,1,0,7,23
6.828755635918876,1,1,1,0.89,0.35,1,0,3,10
7.392219613892241,0,1,1,0.41,0.8,0,0,1,2
6.600207907759498,1,1,1,0.46,0.56,0,1,5,17
6.650491784071975,1,1,1,0.3,0.33,0,0,4,10
6.583806624509148,0,1,1,0.01,0.07,0,0,2,15
7.558826681366593,1,1,1,0.1,3.56,1,0,1,19
6.294836037619297,1,1,1,0.51,0.15,0,0,8,8
5.880937411271674,1,1,0,0.43,3.27,1,0,9,16
6.702028612378891,1,1,0,0.06,0.66,0,0,4,4
7.404239513025545,1,1,1,0.27,1.05,0,0,5,13
6.327929775710616,1,0,1,0.14,1.28,0,0,6,0
6.078749984676277,1,1,1,0.85,0.52,1,0,10,14
6.500248590617523,1,1,0,0.42,1.19,0,0,8,14
5.640966700675051,1,1,1,0.55,0.25,0,0,3,15
7.525717620038099,1,1,1,0.45,0.31,0,0,4,20
6.185980870198264,1,1,1,0.06,0.38,0,1,5,1
6.538302022491107,0,0,1,0.9,0.21,1,0,8,2
5.740877752431804,1,0,1,0.58,0.1,0,0,9,8
6.865204266597655,1,1,1,0.31,1.07,0,0,6,20
7.2469524183047005,0,1,1,0.96,0.08,1,0,8,2
6.249617500452311,1,1,1,0.73,1.8,1,0,10,6
5.923672878665181,1,1,1,0.86,1.38,1,0,2,19
6.4362478475324165,1,1,1,0.1,0.04,0,0,3,17
5.430097020139612,1,0,1,0.09,0.15,0,0,2,21
6.0080877631996845,1,1,0,0.07,0.89,0,0,3,11
6.134962177033827,1,0,1,0.74,0.56,1,0,12,10
6.095875936876713,1,1,0,0.41,0.18,0,0,5,6
6.075827972593131,1,1,1,0.05,0.9,0,0,12,15
7.534092442256755,1,1,1,0.89,0.99,1,0,8,15
6.5561962701779,1,1,1,0.88,0.45,1,0,3,7
6.5658984217069065,1,1,0,0.51,0.73,0,0,9,23
6.636489648874826,1,1,1,0.2,2.03,1,0,12,15
6.34346968801804,1,1,0,0.86,1.82,1,0,11,6
7.381305481142766,1,1,1,0.34,0.41,0,0,1,3
6.813501782695594,1,1,0,0.61,0.24,1,0,6,15
6.420586239510911,0,1,1,0.66,0.83,1,0,10,19
6.443082655004988,0,1,1,0.61,1.83,1,0,8,16
5.265571649202754,1,0,1,0.71,0.01,1,0,5,16
6.306495466769251,1,1,1,0.86,1.46,1,0,10,3
5.669102776725464,1,1,1,0.66,0.82,1,0,6,3
6.080561505017668,1,1,1,0.57,1.51,0,0,5,17
5.840321124997629,1,1,1,0.23,0.72,0,0,12,12
6.736601869968211,0,1,1,0.17,1.74,0,0,4,3
6.850429937918238,1,1,1,0.67,1.59,1,0,12,5
5.6153415014261405,1,1,1,0.23,3.37,1,0,11,16
6.518239591699042,1,0,1,0.51,0.7,0,0,7,20
6.667412931339234,1,1,1,0.63,0.54,1,0,12,4
6.851677621550304,0,1,1,0.91,0.18,1,0,5,21
6.522337285197995,0,1,1,0.18,0.98,0,0,4,21
6.055931736236106,1,1,1,0.29,2.17,1,0,7,2
6.5892197476031695,1,1,1,0.06,1.71,0,1,1,21
6.646816855636803,1,1,1,0.61,0.03,1,0,4,13
6.389324368928935,1,1,1,0.43,0.39,0,1,10,14
7.226470013900832,1,1,1,0.07,0.13,0,0,8,1
6.827566019327609,1,1,0,0.84,0.67,1,0,11,11
7.212778524517834,1,0,1,0.81,0.27,1,0,6,16
6.867300274453157,1,1,1,0.24,0.97,0,0,5,23
5.46219065226871,1,1,1,0.25,0.25,0,0,5,9
6.471395623235755,0,1,0,0.51,0.34,0,0,12,0
6.746558875513183,0,1,1,0.59,2.42,1,0,8,3
7.981052013957131,0,1,1,0.77,0.07,1,0,12,11
7.198627105595448,1,1,1,0.14,0.61,0,0,4,17
6.356218680548213,1,0,1,0.8,0.51,1,0,2,7
7.006064316763636,1,1,1,0.31,0.55,0,0,2,2
7.696680792416669,1,1,1,0.42,0.16,0,0,7,12
6.029319110151837,1,0,1,0.99,0.49,1,0,1,14
6.952087410680428,1,1,1,0.42,1.56,0,0,5,12
5.986676368844016,1,1,0,0.58,0.17,0,0,8,19
6.116246754398916,1,1,1,0.98,1.1,1,0,1,14
5.7471718266062375,1,0,0,0.27,0.96,0,0,10,11
4.759440867853524,0,1,0,0.64,2.64,1,0,3,22
6.319208467834829,1,1,1,0.14,0.71,0,0,5,16
6.903252203123243,1,1,1,0.61,0.62,1,0,3,1
6.232610851598462,1,1,1,0.09,0.07,0,0,1,15
5.894886178497886,1,1,1,0.87,0.39,1,0,11,6
6.5505099619959175,1,0,1,0.14,0.09,0,0,9,16
6.839863468052281,1,0,1,0.27,2.61,1,0,3,2
5.821701583859215,1,1,1,0.85,0.14,1,0,1,19
6.435407174524253,1,1,1,0.32,0.41,0,0,9,11
6.942681046534915,1,1,1,0.07,0.51,0,0,5,14
7.4545828778779075,1,1,1,0.81,2.09,1,0,8,4
5.740666193755816,1,1,1,0.99,4.94,1,0,8,13
5.973232716833915,1,1,1,0.65,0.79,1,0,11,6
6.271026686267653,1,1,1,0.38,0.73,0,0,10,9
6.091406791197088,1,1,1,0.61,0.49,1,0,9,21
5.5506731988817,1,0,1,0.52,0.24,0,0,2,2
7.209119408934909,1,0,1,0.23,0.09,0,0,4,10
6.506228628294964,1,1,1,0.13,3.23,1,0,1,2
6.595096439283344,1,1,1,0.71,0.3,1,0,8,3
6.591444999322494,1,1,1,0.68,0.72,1,0,9,3
6.491132625659338,1,1,1,0.47,2.08,1,0,1,12
7.246013588252478,1,1,1,0.62,0.44,1,0,6,16
6.082433554979224,1,1,1,0.84,0.03,1,0,1,19
6.318037761762843,0,1,1,0.91,0.25,1,0,2,10
6.329124471060453,1,0,1,0.79,0.46,1,0,10,7
5.637262772140908,1,1,1,0.55,1.54,0,0,5,0
5.551608470091816,1,1,1,0.38,1.35,0,0,3,1
6.939729232568958,1,1,1,0.15,0.3,0,0,10,3
5.976739196310055,1,0,1,0.75,1.62,1,0,4,23
5.781388903304878,1,1,1,0.73,1.09,1,0,11,1
6.873062547999756,1,1,1,0.71,0.21,1,0,7,11
7.599194143064423,0,1,1,0.39,0.64,0,0,1,4
7.159091307322905,1,0,1,0.56,1.4,0,0,2,13
6.650365040719592,0,1,1,0.48,0.25,0,0,10,5
6.365668115410593,1,1,1,0.92,1.69,1,0,8,18
7.272975724139697,1,0,1,0.48,0.67,0,0,6,12
6.978825484649289,1,1,1,0.89,0.21,1,0,8,22
5.661343488831703,0,0,1,0.51,0.06,0,0,11,4
6.454316664410175,1,1,1,0.2,0.27,0,0,1,19
6.697861221575338,1,1,1,0.35,0.22,0,0,5,14
7.102833311569438,1,1,0,0.72,0.57,1,0,3,11
5.577122924174214,1,0,1,0.49,0.94,0,0,6,10
5.3693989011830405,1,1,1,0.24,1.95,0,0,6,9
6.503784302387198,1,1,1,0.83,0.89,1,0,7,18
6.33474451236954,1,1,1,0.5,0.92,0,0,10,6
6.179141508375734,1,1,1,0.75,1.41,1,0,4,16
6.521297850303528,1,1,1,0.46,0.19,0,0,1,0
7.209465581448966,1,1,1,0.95,0.4,1,0,8,19
6.696345675383464,0,1,0,0.28,0.57,0,0,9,13
6.969133061487874,0,1,1,0.84,1.17,1,0,2,20
5.284152645518219,1,1,1,0.89,0.85,1,0,3,10
6.493543586965235,1,1,1,0.05,0.46,0,0,7,20
4.902299697986961,1,0,1,0.55,0.14,0,0,9,14
7.446927741410336,1,1,1,0.27,0.78,0,0,9,15
6.379480066791137,1,1,1,0.79,3.88,1,0,1,9
6.200020215515014,0,1,0,0.1,0.48,0,0,1,18
6.755061922017518,1,0,1,0.52,0.22,0,0,11,18
6.463314555746592,0,1,1,0.81,0.8,1,0,8,9
6.532218721383728,1,1,1,0.7,1.28,1,0,11,6
6.492348166133031,0,1,0,0.77,0.08,1,0,11,16
4.985344090949409,1,1,1,0.64,0.65,1,0,3,9
6.175813720416705,0,1,1,0.08,0.04,0,0,4,8
6.250344621657526,1,1,1,0.61,0.69,1,0,11,0
5.729831560267782,1,1,1,0.11,0.5,0,0,11,15
7.118278406665355,1,1,1,0.42,0.28,0,0,10,18
6.745020266665575,1,1,1,0.21,1.03,0,0,8,1
6.643966953641908,1,1,1,0.16,0.86,0,1,1,8
6.349966546955803,1,1,0,0.79,1.71,1,0,1,11
7.22752470420068,1,1,1,0.94,1.21,1,0,3,23
6.01959801886983,0,0,1,0.53,0.22,0,0,3,13
7.570901205554067,1,1,1,0.7,0.21,1,0,10,9
5.463038138559402,1,1,1,0.81,0.18,1,0,1,1
6.617730534315823,1,1,1,0.7,0.71,1,0,5,9
6.3020659893923066,1,1,1,0.58,1.57,0,0,12,8
5.55360811695107,1,0,1,0.91,0.4,1,0,9,17
5.682446270907517,1,1,1,0.16,3.91,1,0,6,19
6.645873110382197,1,1,0,0.84,1.51,1,0,5,16
5.924956257238028,1,1,1,0.06,0.09,0,0,5,8
6.282891200677676,1,1,1,0.04,0.14,0,0,9,10
5.489808668412014,0,1,1,0.08,3.46,1,0,11,15
6.361370179583057,1,1,1,0.16,0.43,0,1,6,13
7.196848720448127,1,1,1,0.93,0.06,1,0,12,20
5.850542175079903,1,1,0,0.48,1.38,0,0,6,23
7.1794494750916265,1,1,1,0.03,1.06,0,0,3,1
5.79506909813122,0,1,0,0.26,1.17,0,0,8,0
6.2090132996498,0,1,1,0.22,0.02,0,0,4,10
5.938442337550603,1,1,1,0.07,1.57,0,0,6,6
6.053215266893036,1,1,1,0.55,0.8,0,1,9,23
6.394961458817593,1,1,1,0.23,0.75,0,0,4,23
7.154850106608352,1,1,1,0.07,1.01,0,0,1,3
6.640228482200048,1,1,1,0.28,1.8,0,0,10,12
6.990499071203643,1,1,1,0.7,0.13,1,0,3,15
6.36095060415356,1,1,1,0.4,0.03,0,1,7,23
6.283128161043685,1,1,1,0.63,0.82,1,0,8,5
5.70555427180223,1,1,1,0.08,0.5,0,0,3,16
6.007987746865769,0,0,1,0.81,0.41,1,0,12,0
6.943127866782793,1,1,1,0.47,0.04,0,0,12,22
6.603374661998734,1,0,1,0.97,0.97,1,0,1,13
7.570570454219475,1,1,1,0.73,1.07,1,0,7,9
5.532246649057341,1,1,1,0.73,0.26,1,0,8,8
6.2420319464211165,1,1,1,0.91,0.42,1,0,6,0
6.987820943965716,0,1,1,0.35,0.57,0,0,4,16
5.916693424957178,0,1,0,0.18,0.87,0,0,12,21
6.967368373583949,1,1,1,0.53,0.6,0,0,12,8
6.9172997142948205,1,1,0,0.84,1.67,1,0,10,21
6.122192945598725,1,1,1,0.35,1.21,0,0,12,19
7.036899075994897,0,1,1,0.1,0.78,0,0,11,4
7.396177898017455,1,1,1,0.5,0.19,0,0,12,23
6.16078392804449,1,1,1,0.36,2.24,1,0,1,20
7.247712831795599,1,1,1,0.76,0.33,1,0,9,6
6.518482646425891,1,1,1,0.22,0.02,0,1,1,9
6.819778367123331,0,1,1,0.78,1.53,1,0,7,15
6.88748184677236,1,0,1,0.83,0.33,1,0,8,12
5.719153424596993,1,1,0,0.62,0.63,1,0,7,13
7.044799996253832,1,1,1,0.08,1.94,0,0,5,7
7.374463167411006,1,1,1,0.56,0.24,0,0,11,14
7.24246147634679,1,1,1,0.42,2.6,1,0,8,11
5.906620429537625,1,1,1,0.8,0.23,1,0,12,9
5.63963243445895,0,1,1,0.29,1.63,0,0,8,8
6.57470921745713,0,1,1,0.83,1.41,1,0,4,11
5.928853101092474,1,1,1,0.86,0.24,1,0,10,9
6.881355019348333,1,1,1,0.43,2.12,1,0,3,15
6.543309082548563,0,1,1,0.67,1.93,1,0,7,20
5.928282905065942,1,1,1,0.97,1.35,1,0,9,21
5.99678597556802,0,1,1,0.35,0.26,0,0,4,7
5.88676486260518,1,1,1,0.24,0.69,0,0,2,21
6.184641371522076,1,1,1,0.65,1.72,1,0,11,0
5.87491523656237,1,1,1,0.21,0.97,0,0,9,22
5.163053334720857,1,1,1,0.66,3.01,1,0,7,2
6.336625853132319,1,1,0,0.22,0.4,0,0,7,22
5.898013741153592,1,1,1,0.59,0.48,0,0,10,20
8.23237630283307,1,1,1,0.93,0.04,1,0,4,5
7.219828827988046,1,1,1,0.36,1.4,0,0,4,22
6.854332409384528,0,1,1,0.01,1.74,0,0,3,21
6.671528184113331,1,1,1,0.95,0.02,1,0,12,1
5.670607242304455,0,1,1,0.32,0.69,0,0,7,16
6.5257416949629015,0,0,1,0.87,0.85,1,0,7,22
7.461739047035195,1,1,1,0.77,0.65,1,0,4,4
6.175605275885991,1,1,1,0.53,1.89,0,0,6,1
7.005474944166908,1,1,1,0.85,0.01,1,0,6,19
5.492271138423647,0,1,1,0.46,0.0,0,0,10,17
7.242957651983507,1,1,1,0.62,0.16,1,0,7,4
6.915836597140372,0,0,1,0.26,1.58,0,0,8,20
5.752536926868916,1,1,1,0.87,1.23,1,0,8,9
6.19330575189406,1,1,1,0.54,4.98,1,0,2,13
6.0234242841703765,0,1,1,0.11,2.19,1,0,12,22
5.714303471973783,1,1,1,0.47,0.84,0,0,2,19
