umidade,nitrogenio,fosforo,postassio,probabilidade_precipitacao,chuva_3h,bloqueio_meteorológico,estado_bomba,mes,hora
38.3328632625252,1,1,0,0.57,0.49,0,0,5,11
47.37899040707143,1,0,1,0.76,1.03,1,0,11,5
40.29832690119965,1,1,1,0.1,1.5,0,0,9,9
42.77996643802187,1,1,1,0.58,1.74,0,0,2,4
38.30354759675931,1,1,1,0.04,0.72,0,0,12,5
43.86437914021138,1,1,1,0.83,0.08,1,0,9,6
43.92799586055232,1,0,0,0.08,3.2,1,0,6,18
24.123629144610057,1,1,1,0.24,1.69,0,1,9,13
34.43154768770651,1,1,1,0.37,2.65,1,0,11,16
43.59205160459396,1,1,1,0.41,0.0,0,0,11,4
37.75837041453315,1,1,1,0.06,0.06,0,0,10,23
50.069664977591074,1,1,0,0.05,1.54,0,0,3,11
37.84492571628508,0,1,1,0.3,2.16,1,0,3,20
39.59321393511416,1,0,1,0.15,1.54,0,0,6,14
43.70601181674366,1,1,1,0.45,1.48,0,0,11,2
36.657448887032025,1,1,1,0.55,2.21,1,0,3,19
38.13375970948714,1,1,1,0.56,0.46,0,0,8,5
50.80646486651362,1,0,1,0.51,2.63,1,0,4,16
49.07004508966296,1,1,1,0.63,2.11,1,0,5,10
31.80159860034611,1,0,1,0.19,0.07,0,0,10,1
38.28838124625416,1,1,1,0.76,0.1,1,0,8,0
53.497080964938064,0,1,1,0.65,0.29,1,0,8,7
44.98310367215807,1,1,1,0.99,0.09,1,0,8,7
39.29699215698237,1,1,1,0.58,0.77,0,0,1,9
44.89309033100655,0,1,0,0.35,0.14,0,0,6,11
43.062032845598935,1,1,1,0.96,0.15,1,0,9,15
32.01992548947143,1,1,1,0.69,0.13,1,0,6,2
42.36819346707249,1,0,1,0.26,0.71,0,0,3,11
28.555163229544604,1,1,1,0.75,1.07,1,0,6,9
55.811974509285456,1,1,1,0.93,0.6,1,0,3,7
40.52121265602936,1,1,0,0.3,1.61,0,0,11,0
47.303568367199226,1,1,1,0.67,1.47,1,0,2,8
36.985946884585154,1,1,1,0.89,1.0,1,0,7,2
38.448610623522335,1,1,1,0.71,0.46,1,0,1,14
60.00328559963748,0,1,1,0.32,1.03,0,0,9,2
35.99953096038211,1,1,1,0.76,0.45,1,0,2,14
33.900338929755605,1,1,1,0.52,1.06,0,1,11,1
53.275888993658896,0,1,1,0.49,1.04,0,0,8,6
42.83428522068886,1,0,0,0.51,2.09,1,0,9,6
28.607492799914414,1,1,1,0.31,2.07,1,0,12,2
39.69498404714842,1,1,1,0.39,2.12,1,0,2,13
32.59481729353776,1,0,1,0.58,1.73,0,0,6,5
29.57073209871165,1,1,1,0.27,0.14,0,1,7,10
41.265274512702895,1,1,1,0.08,0.01,0,0,3,6
55.51376843678558,1,1,1,0.1,1.57,0,0,8,14
37.83310254255901,1,1,1,0.91,0.58,1,0,11,20
28.87666989946464,1,1,1,0.89,1.75,1,0,9,14
35.6753278465303,1,1,1,0.26,0.44,0,0,5,10
48.67626686571838,1,0,1,0.41,1.72,0,0,12,9
53.93777300246008,1,1,1,0.61,1.99,1,0,12,21
18.757269927891794,1,1,1,0.59,0.57,0,1,2,8
35.965604671246375,1,1,0,0.23,0.33,0,0,12,3
44.97845190305808,1,1,1,0.16,0.43,0,0,5,20
50.92714910590077,1,1,1,0.03,0.04,0,0,12,21
21.15928506752949,1,0,1,0.36,0.25,0,0,12,12
33.00268109472562,1,0,1,0.99,1.37,1,0,9,16
15.799071218022595,1,1,1,0.87,0.09,1,0,7,2
35.400693285491656,1,0,1,0.69,0.89,1,0,1,0
45.34120709964987,1,1,1,0.53,0.38,0,0,6,19
35.082991789782895,1,1,1,0.3,0.31,0,0,6,20
34.1130839793896,1,1,1,0.6,0.87,1,0,1,3
39.956036150975976,1,1,1,0.01,1.62,0,0,3,17
35.43356109314678,1,1,0,0.99,1.01,1,0,7,15
40.41953336573081,1,1,0,0.28,0.12,0,0,9,18
36.451563535777154,1,0,1,0.25,0.01,0,0,5,15
38.72377079638578,1,1,1,0.21,1.02,0,0,9,12
35.71742426073567,1,0,0,0.43,0.54,0,0,10,23
27.779445885590345,1,1,1,0.84,0.76,1,0,4,13
31.162624743435455,0,1,1,0.7,0.91,1,0,7,16
32.848211923302806,1,1,1,0.66,0.3,1,0,1,18
57.523593584347786,1,1,1,0.61,1.65,1,0,4,8
28.437273190060427,1,1,1,0.9,0.1,1,0,8,1
15.725216914145983,0,1,0,0.95,1.05,1,0,6,19
53.74270411919522,1,1,0,0.99,0.42,1,0,1,13
35.935554122936885,0,1,0,0.72,3.11,1,0,4,21
45.917497301490414,1,1,1,0.15,0.11,0,0,3,2
46.16757087642944,1,1,1,0.93,0.01,1,0,5,6
27.767459731518837,1,1,1,0.21,0.42,0,0,12,6
43.7394550239535,1,0,1,0.67,1.49,1,0,1,19
30.559160641553746,1,0,1,0.86,1.24,1,0,7,23
43.78507872783997,1,1,1,0.25,0.57,0,0,3,13
20.91867262659144,1,1,1,0.53,0.42,0,1,8,5
44.92094544554128,1,1,1,0.4,1.76,0,0,7,9
29.55913892521398,1,1,1,0.05,0.34,0,1,2,5
59.58055970681474,0,1,1,0.49,0.03,0,0,7,4
31.673153463200965,1,1,1,0.81,0.45,1,0,1,5
38.90874237902426,1,1,1,0.23,0.8,0,0,8,15
38.14813430407403,1,1,1,0.04,3.26,1,0,4,7
33.107939954750265,1,0,0,0.33,0.55,0,0,4,19
44.09349056488726,1,1,1,0.6,0.14,1,0,2,16
43.24504322370813,1,0,1,0.97,0.6,1,0,5,1
36.55957440267642,1,1,1,0.66,1.14,1,0,10,14
38.26588706408244,1,1,1,0.45,0.47,0,0,9,19
51.03849672920112,1,1,1,0.74,0.45,1,0,10,23
46.264647048768055,1,1,1,0.62,0.08,1,0,11,9
47.57527482762156,0,1,0,0.2,0.72,0,0,6,5
41.13738889771576,1,1,1,0.18,0.27,0,0,9,0
41.93707818383765,0,1,1,0.28,1.25,0,0,8,0
19.655115186597357,0,1,1,0.77,3.39,1,0,11,21
41.58395855970353,1,0,1,0.87,0.02,1,0,11,21
43.45030992345751,1,1,1,0.06,0.32,0,0,11,3
46.5288735488787,1,1,1,0.36,0.09,0,0,10,9
26.22314112891338,1,1,1,0.7,0.03,1,0,11,9
40.70239712189867,1,1,1,0.94,3.81,1,0,2,3
50.0550559279351,0,1,1,0.57,0.08,0,0,8,22
36.72568920041594,1,1,0,0.27,2.01,1,0,11,16
46.04202963603174,1,1,1,0.8,1.8,1,0,8,12
15.97406008034099,1,1,0,0.28,0.02,0,0,8,4
39.46356296702994,0,1,0,0.63,0.63,1,0,12,13
35.637558004584136,1,1,1,0.16,1.22,0,0,12,2
30.89327598853062,1,1,1,0.69,0.32,1,0,5,18
52.3396393938538,1,1,1,0.79,0.04,1,0,3,14
37.7031601691331,1,0,1,0.9,0.68,1,0,11,11
35.74824363799759,1,1,1,0.37,0.49,0,0,10,4
19.324056293422185,1,1,1,0.38,0.12,0,0,10,17
49.685926380314655,1,1,1,0.52,0.82,0,0,10,3
41.400604818833,0,1,1,0.84,0.53,1,0,3,21
46.14840589786009,1,0,1,0.11,1.41,0,0,4,0
30.5261062976561,1,1,1,0.35,0.32,0,0,2,3
58.67501105216065,1,0,1,0.65,2.48,1,0,2,12
44.40756754438764,1,0,1,0.64,1.51,1,0,4,18
41.656971898993234,1,1,1,0.77,1.76,1,0,2,21
32.12876348694103,1,1,1,0.0,0.74,0,0,4,9
48.24102271539678,1,1,1,0.5,0.7,0,0,3,17
56.14715160305473,1,1,1,0.48,0.24,0,0,8,6
25.891572274210123,1,1,1,0.88,1.14,1,0,10,23
47.5477261300253,1,0,1,0.89,0.5,1,0,2,21
57.91205222003755,1,1,1,0.04,1.92,0,0,4,6
51.39944991980424,0,1,1,0.86,1.57,1,0,6,23
16.247334486547075,1,1,1,0.57,0.55,0,1,2,2
46.18330683586253,1,1,1,0.05,0.06,0,0,2,9
28.12042896348087,1,1,1,0.71,2.0,1,0,4,15
32.58458416365767,1,1,1,0.82,0.62,1,0,11,16
40.68601021624882,1,1,1,0.99,1.98,1,0,11,7
47.68530641272622,1,1,1,0.89,0.53,1,0,3,5
57.22627660704549,1,1,1,0.51,0.7,0,0,5,19
31.094542553586965,1,1,1,0.4,0.2,0,1,6,15
34.09798862083483,1,1,1,0.16,0.91,0,1,11,5
48.120897721339055,1,1,1,0.83,0.4,1,0,10,7
39.08732024923621,1,1,1,0.62,0.15,1,0,11,11
38.77668947761291,0,1,1,0.96,0.26,1,0,7,3
51.84598439852553,1,1,1,0.17,0.2,0,0,12,20
41.43460710405609,0,1,1,0.89,0.6,1,0,5,19
40.830762539073895,1,0,1,0.95,3.77,1,0,6,2
37.452105444174784,1,1,1,0.76,0.28,1,0,4,13
43.030451793222845,1,1,1,0.23,0.3,0,0,6,3
45.78305106983869,1,0,0,0.08,0.83,0,0,7,8
33.20695162915858,1,1,1,0.23,0.87,0,1,10,4
36.26894830993151,0,1,1,0.72,0.54,1,0,9,16
41.10323700504604,0,1,1,0.19,0.14,0,0,4,11
52.02953506607522,1,1,1,0.58,0.39,0,0,6,0
41.21510563315039,1,1,1,0.59,0.35,0,0,8,13
59.53138339905051,1,1,1,0.31,2.04,1,0,6,19
59.74511005080072,0,1,0,0.02,0.21,0,0,4,15
37.34514319715992,1,1,1,0.99,2.21,1,0,9,21
48.87563262911707,1,1,1,0.51,0.15,0,0,11,22
50.95378025536582,1,1,1,0.75,0.34,1,0,9,9
36.76241929683346,1,1,1,0.52,0.24,0,0,12,4
41.87334683119516,1,1,1,0.19,0.99,0,0,5,1
23.419839086401662,1,0,1,0.26,1.74,0,0,4,16
39.70275755065767,1,1,1,0.48,0.2,0,0,10,2
35.03599164984403,1,1,1,0.49,0.27,0,0,8,17
33.927009589530044,1,0,1,0.73,0.69,1,0,3,11
33.31895492343834,1,1,1,0.44,0.77,0,1,6,16
49.04381154676393,0,1,1,0.39,0.74,0,0,7,6
37.40729405039271,1,0,1,0.9,0.83,1,0,7,3
48.42998109258536,1,1,0,0.61,2.3,1,0,11,15
49.07973497143313,1,1,1,0.33,0.79,0,0,2,11
42.211318686403146,1,1,1,0.89,0.25,1,0,12,10
32.024200494559246,0,1,1,0.6,0.02,1,0,5,21
31.615687020549515,1,1,1,0.55,1.69,0,1,7,18
59.044984602223366,1,1,1,0.88,0.38,1,0,8,20
26.16876159211742,1,1,0,0.13,0.6,0,0,10,21
36.47064577141091,1,1,1,0.72,1.14,1,0,2,18
46.31420818659824,1,1,1,0.61,3.52,1,0,8,5
45.99552396205409,0,1,1,0.7,0.56,1,0,6,10
31.30122355559613,1,1,1,0.26,1.17,0,0,8,8
43.794749494213,1,1,0,0.4,1.56,0,0,7,16
33.63166129688328,1,1,1,0.21,0.44,0,1,11,22
41.43482391782147,0,0,1,0.99,2.21,1,0,2,15
32.5362512221899,1,1,1,0.08,0.06,0,1,4,19
21.61730265602611,1,1,1,0.82,0.02,1,0,6,17
58.46521592366297,1,1,1,0.04,0.05,0,0,2,20
45.58135792733347,1,1,0,0.22,3.24,1,0,10,16
55.3340550151243,0,1,1,0.56,0.39,0,0,6,1
50.50608361058739,1,1,1,0.55,0.59,0,0,8,10
43.53995554013959,1,1,1,0.79,0.44,1,0,8,17
51.31985838894073,1,1,1,0.55,0.94,0,0,8,18
63.49779689899172,1,1,1,0.09,0.11,0,0,3,4
30.683186594235693,1,1,1,0.91,2.13,1,0,11,16
44.98039528418478,1,1,1,0.48,2.16,1,0,12,16
35.24668399128264,1,1,1,0.97,0.4,1,0,6,17
37.67784019377313,0,1,0,0.13,1.88,0,0,9,12
38.11427713902738,1,1,1,0.58,4.4,1,0,12,9
63.95338684681952,1,1,1,0.83,1.11,1,0,3,20
43.2152263929393,0,1,1,0.14,0.48,0,0,4,21
44.06822239149335,1,1,0,0.59,0.61,0,0,4,2
42.05961040572261,1,1,1,0.09,1.31,0,0,4,0
47.66319832663224,1,1,1,1.0,1.73,1,0,7,21
39.29939679750695,1,1,1,0.59,3.7,1,0,12,11
53.54365356405678,1,1,1,0.02,0.08,0,0,7,23
27.836177984922145,1,1,1,0.86,1.51,1,0,5,22
46.19470735900515,1,1,0,0.39,0.52,0,0,5,21
44.60682813718503,1,1,1,0.88,1.93,1,0,5,23
53.41826306622453,1,0,1,0.24,3.18,1,0,12,15
44.25783096548248,1,1,1,0.73,0.78,1,0,11,17
57.6340281157074,1,1,1,0.42,0.37,0,0,10,16
33.83730440259403,1,1,1,0.3,0.2,0,1,2,18
13.080973420184275,1,1,1,0.88,0.47,1,0,3,21
43.12588174058223,0,1,1,0.67,1.18,1,0,11,12
33.81739110032814,1,0,1,0.77,3.86,1,0,2,14
43.7245424423247,1,1,1,0.34,0.73,0,0,10,14
42.98468781141737,1,1,1,0.9,0.22,1,0,12,12
41.50348909669621,1,1,1,0.17,0.05,0,0,6,8
46.29713738217736,1,1,1,0.02,1.59,0,0,1,18
42.38070280626157,0,1,1,0.2,1.5,0,0,1,18
42.82600719155009,1,1,1,0.54,0.59,0,0,9,21
49.43896474223935,1,1,1,0.86,0.61,1,0,5,10
50.00385395437928,1,1,1,0.46,0.62,0,0,3,20
40.655366983616496,0,1,1,0.98,0.1,1,0,10,2
47.88773754359168,1,1,1,0.67,0.41,1,0,7,19
27.82822065997608,1,1,1,0.62,2.97,1,0,6,23
45.279811753252105,1,1,1,0.59,0.38,0,0,8,14
26.910486224735912,1,1,1,0.13,1.53,0,1,11,0
42.19231819378645,1,1,0,0.8,0.29,1,0,10,14
32.704610449221654,1,1,1,0.82,0.08,1,0,4,4
57.72014802549552,1,1,1,0.32,0.99,0,0,7,15
24.621496477429773,1,1,1,0.56,0.61,0,1,1,6
26.539036204249403,0,1,1,0.39,1.01,0,0,3,10
45.45403168866153,1,1,1,0.5,0.46,0,0,6,9
32.186200775232976,1,1,1,0.94,3.74,1,0,7,19
28.203504123574824,1,1,1,0.6,1.14,1,0,6,11
39.09517745728208,1,1,1,0.6,0.21,1,0,4,12
31.894165802341558,1,1,1,0.67,0.04,1,0,7,18
47.41442306347846,1,1,1,0.9,0.3,1,0,5,18
33.503385380508966,1,1,1,0.79,0.33,1,0,6,17
44.18314343302191,1,1,1,0.82,0.02,1,0,7,18
38.4790565792711,1,1,0,0.98,2.05,1,0,11,19
20.926385337347025,1,1,1,0.02,0.52,0,1,10,23
46.29868933763547,1,1,1,0.42,3.84,1,0,2,9
35.39682806260998,1,1,1,0.03,1.03,0,0,12,9
39.93037220424994,0,1,1,0.78,1.64,1,0,5,9
52.76333128807895,1,0,0,0.64,0.43,1,0,11,3
50.142176125178,1,1,1,0.09,3.35,1,0,4,22
43.327933485071206,1,1,1,0.8,0.71,1,0,7,14
42.8426247213306,1,0,1,0.83,0.99,1,0,11,13
27.27457427172001,1,1,0,0.49,0.81,0,0,7,5
39.14947530797893,0,1,1,0.87,0.49,1,0,4,17
37.85980541750839,1,1,0,0.26,2.03,1,0,9,19
47.02557781153772,1,1,1,0.0,0.06,0,0,2,5
34.99110969606045,1,1,1,0.43,0.91,0,1,4,20
43.20202244079269,1,0,1,0.59,0.68,0,0,3,16
38.46942961798627,1,1,1,0.05,4.82,1,0,4,13
28.589539414653533,0,1,1,0.22,0.04,0,0,4,4
42.354085136477536,1,0,0,1.0,1.17,1,0,10,23
45.38516289980085,1,1,1,0.1,2.45,1,0,6,15
36.79925493823183,1,1,1,0.98,1.01,1,0,4,3
32.83744376040593,1,1,1,0.53,2.87,1,0,6,5
34.55251491605803,1,1,1,0.94,1.78,1,0,7,19
41.037008841067376,1,1,1,0.91,0.89,1,0,1,3
43.74107437717405,1,1,0,0.47,0.4,0,0,9,12
28.16397771307916,1,1,1,0.05,1.25,0,0,4,21
32.98933764904305,1,1,1,0.18,0.22,0,1,5,5
34.41841693562992,1,1,1,0.43,0.86,0,0,1,7
52.57753363703449,1,1,1,0.16,0.28,0,0,1,8
41.57383730616155,1,1,1,0.27,1.64,0,0,5,16
27.998018120476296,1,1,1,0.79,0.67,1,0,5,17
42.12453548861596,1,1,0,0.42,1.87,0,0,10,12
47.34407323384497,1,1,1,0.27,0.21,0,0,5,19
10.0,1,1,1,0.73,0.06,1,0,7,17
35.871910039950905,1,1,0,0.52,2.17,1,0,2,3
49.43220079189408,0,1,1,0.52,2.57,1,0,6,7
44.13788649347555,1,1,0,0.83,2.1,1,0,2,20
43.12581640228944,1,1,0,0.54,3.01,1,0,3,7
41.632450310279054,1,0,1,0.61,1.73,1,0,11,0
36.18043712471672,1,1,0,0.23,0.43,0,0,7,0
43.29962512214383,0,1,1,0.84,0.31,1,0,1,16
34.67020508625604,1,1,1,0.96,0.99,1,0,2,20
47.38739858419117,1,1,1,0.44,1.42,0,0,12,1
42.31976829176908,1,1,1,0.67,0.36,1,0,4,20
39.67903084646331,1,1,1,0.78,0.99,1,0,8,23
49.34308634794711,1,1,0,0.2,0.27,0,0,10,10
56.15572833249229,1,1,0,0.17,0.29,0,0,7,19
38.60841004433327,0,1,1,0.29,1.85,0,0,7,13
24.3604485665237,1,1,1,0.78,0.2,1,0,8,14
39.58755170637185,1,1,1,0.94,0.85,1,0,8,14
21.620621102933704,1,1,1,0.05,1.35,0,0,9,12
42.28744506951191,1,1,1,0.3,0.01,0,0,11,3
38.2217947540664,1,1,1,0.26,0.08,0,0,3,10
25.461072409005222,1,1,1,0.58,0.98,0,1,9,15
53.71901827682106,1,1,1,0.07,2.02,1,0,4,1
32.73315250303504,0,1,1,0.92,0.73,1,0,12,21
22.42720836804496,1,1,1,0.77,1.08,1,0,11,1
66.2231055753303,1,1,1,0.96,0.34,1,0,12,3
25.355161671948643,1,1,1,0.48,0.27,0,0,6,0
46.46389242560741,1,1,1,0.4,2.24,1,0,1,6
40.46870708319192,1,1,1,0.31,0.98,0,0,7,22
27.85932037715458,1,1,1,0.41,0.79,0,0,8,11
27.615753259416508,1,0,0,0.13,0.68,0,0,7,12
60.29656234075673,1,1,1,0.81,0.62,1,0,8,19
30.39587578906459,1,1,1,0.63,0.21,1,0,5,19
51.79042130359103,1,0,1,0.57,0.94,0,0,5,23
35.300098278969784,1,1,0,0.89,0.34,1,0,2,22
25.76886178829792,1,1,1,0.24,0.65,0,0,1,5
35.710707149229705,1,1,1,0.08,0.1,0,0,9,22
26.25459736181149,0,1,1,0.4,0.39,0,0,9,10
40.53977576775874,1,1,1,0.13,1.82,0,0,8,1
38.03506759484211,1,1,1,0.79,0.65,1,0,8,2
53.81836125482554,1,1,1,0.41,0.61,0,0,4,1
32.64176959627339,1,1,1,0.34,0.63,0,1,9,20
39.89842695547422,1,1,0,0.07,0.03,0,0,7,15
45.29270041186746,1,1,1,0.59,0.91,0,0,8,7
43.295093804719656,1,1,1,0.25,0.87,0,0,6,19
42.16350035737473,1,1,1,0.1,0.79,0,0,2,19
39.016200803989406,1,1,0,0.03,0.92,0,0,1,18
40.26781936957654,1,1,1,0.32,0.66,0,0,10,10
55.61503593621482,1,1,1,0.39,1.4,0,0,7,12
37.75784396748707,1,1,1,0.08,0.0,0,0,8,16
56.56029143996388,1,1,1,0.18,0.15,0,0,11,19
49.97527988722089,0,1,0,0.12,0.01,0,0,10,10
40.766690538254096,0,1,1,0.17,2.06,1,0,10,1
39.08876281003793,1,1,0,0.32,0.65,0,0,1,3
42.712704826233264,1,0,1,0.61,0.29,1,0,11,18
55.3920908891447,1,1,0,0.25,1.16,0,0,12,22
62.16775677690824,1,1,1,0.84,0.12,1,0,1,2
33.601371224541694,1,0,1,0.88,2.13,1,0,8,22
37.60682899338157,1,1,1,0.45,0.59,0,0,8,18
46.29262283699418,1,1,1,0.42,0.78,0,0,12,0
41.11026944383183,1,1,1,0.96,2.76,1,0,7,12
33.51982663337736,0,1,1,0.28,1.52,0,0,11,7
50.18884961156573,1,1,1,0.22,1.21,0,0,9,21
12.908349865644922,1,1,1,0.74,1.06,1,0,12,16
47.61765809528572,1,1,0,0.26,0.71,0,0,12,6
37.45367866264306,0,1,1,0.89,1.92,1,0,10,21
53.87259828797686,1,0,0,0.08,0.58,0,0,11,1
31.741500118978177,1,1,1,0.81,1.18,1,0,3,9
36.41162480133533,1,1,1,0.61,0.34,1,0,8,1
19.99922836038622,1,1,1,0.78,0.77,1,0,3,10
40.43875097752013,0,0,1,0.06,3.85,1,0,4,20
50.52927566745454,1,1,1,0.7,0.93,1,0,7,2
34.28800914933567,1,1,1,0.57,0.22,0,1,9,20
55.50826213046097,1,1,0,0.98,1.35,1,0,2,23
42.37994486056395,1,1,1,0.59,1.0,0,0,1,16
31.695838929137132,1,1,1,0.59,0.09,0,1,6,7
38.48916629262692,1,1,1,0.98,0.5,1,0,10,3
52.79870793920909,1,1,1,0.65,1.93,1,0,9,11
40.65358297121047,1,1,1,0.64,0.57,1,0,11,21
44.65970279493166,1,0,1,0.78,1.11,1,0,6,19
44.50109248117086,1,1,1,0.82,0.22,1,0,2,14
33.94055997124981,0,1,1,0.62,0.43,1,0,8,20
42.00139574071179,1,0,1,0.64,0.27,1,0,10,11
35.577954039933644,1,1,1,0.09,1.38,0,0,7,17
52.40405628092077,0,1,1,0.54,2.61,1,0,3,14
36.78792765285127,0,1,0,0.19,0.48,0,0,8,1
33.51348503537363,1,1,1,0.06,0.43,0,0,8,4
35.38534583670948,1,1,0,0.19,3.08,1,0,11,18
42.55984846168018,1,1,1,0.04,1.94,0,0,2,5
49.94458158195706,1,0,0,0.35,0.63,0,0,12,6
46.67171399182723,1,1,1,0.43,2.54,1,0,12,23
36.38109550647695,1,0,1,0.77,3.64,1,0,11,3
40.08290682178461,1,1,1,0.61,1.18,1,0,8,22
47.9357354446504,1,1,1,0.05,1.18,0,0,4,22
49.84814740998771,0,1,1,0.61,0.93,1,0,5,5
31.445902683669864,1,1,1,0.45,0.64,0,0,10,16
59.70291573393006,1,1,1,0.57,0.59,0,0,8,11
31.608404206100424,1,1,1,0.79,1.1,1,0,2,11
49.65366132576134,1,1,1,0.7,1.12,1,0,6,2
30.53222347426282,1,1,1,0.38,1.31,0,1,5,23
46.11286782012136,1,1,1,0.24,0.07,0,0,3,1
34.37358394019508,1,0,0,0.24,0.29,0,0,3,1
41.11456884888821,1,1,1,0.72,3.01,1,0,10,22
38.81853875533878,1,1,1,0.35,2.47,1,0,5,14
35.80101817994244,1,1,1,0.25,0.68,0,0,1,2
44.13176733319568,1,0,1,0.23,0.53,0,0,8,5
35.86400568995363,1,1,1,0.4,0.56,0,0,5,23
24.31745522469606,0,0,1,0.19,0.7,0,0,3,21
41.43106314429949,1,1,0,0.17,1.25,0,0,10,1
40.99566527168077,1,1,0,0.88,0.16,1,0,5,23
36.429173212168514,1,1,1,0.99,1.08,1,0,12,9
43.86990826692412,1,1,1,0.87,0.54,1,0,5,18
47.94921904018308,1,1,0,0.19,0.34,0,0,5,3
63.70714933956511,1,1,0,0.87,0.39,1,0,5,1
42.56304052724107,1,1,0,0.45,0.67,0,0,3,4
23.66972842692463,1,1,1,0.37,0.49,0,1,12,8
45.86341017809084,1,1,1,0.04,0.93,0,0,12,14
36.46354789031077,1,1,1,0.98,0.34,1,0,6,10
43.05058848042645,1,0,0,0.98,3.3,1,0,6,9
48.43690297580952,0,0,1,0.6,0.31,1,0,4,7
44.512004938687895,1,1,1,0.03,1.74,0,0,2,17
40.01783858935315,1,1,0,0.74,0.66,1,0,7,11
36.94485153571176,1,1,1,0.15,0.26,0,0,7,15
42.30242192441796,1,1,1,0.84,0.56,1,0,6,6
40.25837862709594,0,1,1,0.83,0.39,1,0,11,1
39.75665532482155,1,1,0,0.41,0.83,0,0,4,3
51.90771184621014,1,1,0,0.2,0.44,0,0,7,5
35.10442426240333,1,1,0,0.58,0.29,0,0,10,6
37.3834441000208,1,1,1,0.93,2.4,1,0,4,16
31.56309256559605,1,1,1,0.75,0.65,1,0,8,5
38.83368690748355,1,0,1,0.48,0.37,0,0,7,16
36.73018017549898,1,0,1,0.04,0.51,0,0,10,13
39.01290219621784,1,1,0,0.7,0.19,1,0,7,10
20.527913653640788,1,1,1,0.74,0.14,1,0,1,16
12.027433907097258,1,1,0,0.8,0.21,1,0,5,22
44.05076278235856,1,1,1,0.9,0.71,1,0,6,4
56.73435804890637,1,1,1,0.77,0.1,1,0,7,20
50.18264427321974,1,1,1,0.9,1.07,1,0,5,11
25.31532540205292,1,1,1,0.41,2.16,1,0,9,2
27.28080998887277,1,1,1,0.89,0.98,1,0,2,3
44.003460231013015,1,1,1,0.57,0.49,0,0,3,22
43.87017283582634,1,0,1,0.21,0.61,0,0,4,17
41.61267522783075,1,1,1,0.96,0.1,1,0,5,10
48.17795730642718,1,0,1,0.6,0.1,1,0,1,5
60.25351725761077,0,1,1,0.27,0.36,0,0,2,9
41.41802200225089,1,1,1,0.34,1.89,0,0,3,3
40.43849688014845,1,1,1,0.01,1.32,0,0,4,16
46.14095415006232,1,1,1,0.55,0.11,0,0,10,18
42.56622664524792,1,1,1,0.84,1.51,1,0,1,6
35.565035001912925,1,1,0,0.42,0.9,0,0,2,6
33.55104442150299,0,0,0,0.07,0.59,0,0,6,14
38.60054325828758,1,1,1,0.57,0.69,0,0,10,2
30.48720943959005,1,1,1,0.43,1.61,0,0,2,1
45.73835567962189,0,1,0,0.23,0.29,0,0,4,7
36.301463286345125,1,1,1,0.12,2.09,1,0,12,2
36.331946045457485,1,1,1,0.07,1.41,0,0,2,23
40.870345315342426,1,1,1,0.39,1.41,0,0,10,3
30.797948584590003,1,1,1,0.39,0.19,0,0,1,8
44.843081818869,1,1,1,0.35,0.02,0,0,5,21
45.19547517795643,1,1,1,0.76,0.49,1,0,10,19
36.17931043888011,1,1,1,0.79,1.9,1,0,8,3
33.37469411327567,1,1,1,0.63,0.09,1,0,7,20
28.249447587817517,1,1,1,0.66,0.39,1,0,4,1
44.29730133951645,1,1,1,0.42,0.29,0,0,8,0
43.57624974044802,1,1,1,0.44,0.12,0,0,10,6
49.85121727315062,1,1,1,0.02,0.03,0,0,1,5
40.62112655044555,1,1,1,0.75,0.78,1,0,5,1
34.31451688366974,1,1,1,0.8,1.45,1,0,5,13
25.60227068399135,1,1,0,0.49,0.02,0,0,12,13
41.356282215643176,1,1,0,0.93,1.03,1,0,11,7
47.35039855201962,1,1,1,0.42,4.51,1,0,2,4
38.02282878340476,0,0,1,0.74,4.05,1,0,8,17
42.374140806787246,1,1,1,0.22,0.92,0,0,11,11
46.26996208819182,1,1,1,0.1,1.86,0,0,4,16
42.05424387430625,1,1,1,0.93,0.54,1,0,11,12
34.2180853374901,0,1,1,0.64,5.34,1,0,7,8
26.671914638651444,1,0,1,0.52,0.14,0,0,7,10
41.88822235323503,1,1,1,0.47,0.08,0,0,11,3
41.17030748788762,0,1,1,0.64,0.13,1,0,2,17
48.84191439317495,1,1,1,0.03,0.24,0,0,11,22
37.65975312758322,1,1,1,0.26,0.99,0,0,6,7
47.3699578157163,1,1,1,0.11,0.41,0,0,7,9
44.00146129149614,1,0,0,0.39,0.04,0,0,7,11
37.57787550579536,1,1,1,0.52,0.81,0,0,2,9
29.19190336612164,1,1,0,0.35,0.14,0,0,1,4
43.277086966255965,1,1,1,0.4,0.42,0,0,4,13
50.73631749859772,1,1,1,0.31,2.0,1,0,1,9
38.91221626243699,1,1,1,0.83,0.96,1,0,3,12
30.91231262038956,1,0,1,0.24,1.84,0,0,5,14
38.17555784184728,1,1,1,1.0,0.07,1,0,6,6
44.85549620745639,0,1,0,0.16,0.5,0,0,4,22
39.02320970777927,1,1,1,0.71,0.29,1,0,3,8
42.164490392906174,1,1,0,0.94,1.78,1,0,3,21
45.38837291226796,1,1,1,0.49,1.33,0,0,7,7
50.16860045234184,1,1,1,0.85,0.17,1,0,11,2
31.792226616070582,1,1,1,0.55,1.13,0,0,5,4
